id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Unnamed: league,Unnamed: season
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,league,season
5bc43860,1,Brenden Aaronson,USA,MF,RB Salzburg,19,2000,2,2,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,UEL,20-21
c2304da8,2,Hatem Abd Elhamed,ISR,DF,Celtic,29,1991,3,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,13,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,UEL,20-21
7ecc9dee,3,Shehu Abdullahi,NGA,"FW,MF",AC Omonia,27,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,7,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,UEL,20-21
4c07f0e8,4,Anicet Abel,MAD,MF,Ludogorets,30,1990,6,4,327,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,UEL,20-21
c2a6033c,5,Zakaria Aboukhlal,MAR,"MF,FW",AZ Alkmaar,20,2000,5,1,175,1.9,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.5,5,3,19,0.0,0.0,0.0,0.0,0.0,0.36,0.42,0.78,0.36,0.78,Matches,UEL,20-21
c603091a,6,Joel Abu Hanna,ISR,DF,Zorya Luhansk,22,1998,5,4,364,4.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3,12,1,0.0,0.25,0.25,0.0,0.25,0.01,0.0,0.01,0.01,0.01,Matches,UEL,20-21
74510b8f,7,Elton Acolatse,NED,"FW,MF",Be'er Sheva,25,1995,3,3,263,2.9,4,0,4,4,0,0,0,0,1.3,1.3,0.1,1.4,13,6,16,1.37,0.0,1.37,1.37,1.37,0.46,0.03,0.49,0.46,0.49,Matches,UEL,20-21
22919e97,8,Sargis Adamyan,ARM,"FW,DF",Hoffenheim,27,1993,4,0,103,1.1,2,0,2,2,0,0,0,0,1.2,1.2,0.4,1.6,3,6,11,1.75,0.0,1.75,1.75,1.75,1.07,0.35,1.42,1.07,1.42,Matches,UEL,20-21
ee926a02,9,Arijan Ademi,MKD,MF,Dinamo Zagreb,29,1991,12,12,1040,11.6,0,3,3,0,0,0,1,0,1.7,1.7,2.5,4.2,18,39,37,0.0,0.26,0.26,0.0,0.26,0.15,0.21,0.37,0.15,0.37,Matches,UEL,20-21
